Сортамент
Болт М14-6gх45.8.8
Болт М16-6gх45.8.8
Болт М20-6gх100.8.8
Болт М20-6gх200.8.8
Болт М20-6gх220.8.8
Болт М20-6gх240.8.8
Болт М24-6gх100.8.8
Болт М24-6gх110.8.8
Болт М24-6gх200.8.8
Болт М27-6gх75.8.8
Болт М30-6gх100.8.8
Болт М30-6gх110.8.8
Болт М30-6gх115.8.8
Болт М30-6gх130.8.8
Болт М30-6gх140.8.8
Болт М30-6gх150.8.8
Болт М36-6gх120.8.8
Болт М36-6gх130.8.8
Болт М36-6gх140.8.8
Болт М36-6gх150.8.8
Болт М36-6gх160.8.8
Болт М36-6gх160.8.8
Болт по чертежу
Гайка М20-6h.8
Гайка М30-6h.8
Гайка М36-6h.8
Гайка М42-6h.8
Гайка М48-6h.8
Гайка М56-6h.8
Зажим клыковый КС-185-1
Зажим поддерживающий ПГ-30/12-20 СИП
Звено (талреп) ПТР 
Звено ПРВ 
Изолятор ЛК 70/10 -4СП
Изолятор ЛК 70/35-4 СП
Изолятор ЛК120/10-4 СП
Изолятор ЛК120/35-4 СП
Изолятор ЛК70/10-4СП
Изолятор ЛОК 12,5-10-4-20-50 УХЛ1 исп.1
Изолятор ЛОК 12,5-20-4-20-50 УХЛ1 исп.1
Изолятор ЛОК 12,5-35-4-20-50 УХЛ1 исп.1
Изолятор ЛОСК-У-12,5-10-4 УХЛ1
Изолятор ШП 10-4 УХЛ1
Изолятор ПС120B ГОСТ 6490-93
Изолятор ПС70И ГОСТ 6490-93
Канат 15-Г-Ж-1770/ГОСТ 3066-80
Канат 20-Г-Ж-1770/ГОСТ 3066-80
Коромысло К2-12-2
Птицезащитное устройство ПЗУ-6-10 кВ-ds
Птицезащитное устройство ПЗУ-6-10 кВ-line
Птицезащитное устройство ПЗУ-6-35 кВ-GP-d46
Птицезащитное устройство ПЗУ-GP
Птицезащитное устройство УЗП-5
Разрядник РМК-20-IV-УХЛ1/021
Разрядник РМК-С-20-IV-УХЛ1/021
Разрядник РМКЭ-35-IV-УХЛ1
Скоба СКД 
Устройство защиты от перенапряжений УЗПН-6-ЛК УХЛ1
Хомут по чертежу
Шпилька по чертежу
Втулка 42х40 D-23
Кронштейн Волс УК 125(200)
Штырь Ш-20-2-55 ГОСТ 18381-80
