Зажим натяжной НБ-2-6;0.0;0.0;0.0;122.0;0.0;120.0;6.0;246.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;шт
Зажим поддерживающий ПГ-30/12-20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;204.0;0.0;216.0;231.0;0.0;1.0;шт
Зажим прокалывающий ОАЗ-1 с защитными кожухом К3-02;0.0;0.0;0.0;35.0;0.0;60.0;6.0;123.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;шт
Изолятор ЛК 70/10-3 СП;0.0;0.0;0.0;132.0;0.0;120.0;6.0;246.0;0.0;216.0;0.0;216.0;231.0;0.0;1.0;шт
Изолятор ЛОК 12,5-10-3-20-50 УХЛ1;0.0;0.0;0.0;66.0;0.0;40.0;14.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;шт
"Кронштейн ВОЛС ""УК(У)-125"" ТУ 3449-001-47533072-2014";0.0;0.0;98.8;0.0;91.2;0.0;197.6;0.0;205.2;0.0;0.0;38.0;0.0;0.0;;
Пробойник_СП-12,5;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;шт
Пробойник_СП-17;0.0;103.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.185;шт
Пробойник_СП-21;0.0;187.20000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.288;шт
Пробойник_СП-25;0.0;216.936;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.414;шт
Проволока 6,0-О-С ГОСТ 3282-74;0.0;17.462;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.222;м
Птицезащитное устройство ПЗУ-GP-SC;0.0;0.0;0.0;132.0;0.0;120.0;6.0;246.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;шт
Птицезащитное устройство ПЗУ-ds-d38;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;шт
