Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Изделие;Заказ-Партия;Закуп подтвержден;Возможный заказ;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
1073;921931;3;2020-03-09;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1088.976;1088.976;0.0;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;0.0;0.0
1074;921931;3;2020-03-09;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1999.04;1500.0;499.04;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;499.04;0.0
1075;921931;3;2020-03-09;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;359.648;359.648;0.0;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;0.0;0.0
1076;921931;3;2020-03-09;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;298.064;505.697;0.0;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;0.0;0.0
1077;921931;3;2020-03-09;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;79.504;79.504;0.0;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;0.0;0.0
1078;921931;3;2020-03-09;00000011268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;731.152;731.152;0.0;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;0.0;0.0
1079;921931;3;2020-03-09;00000011278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3027.296;3027.296;0.0;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;0.0;0.0
1080;921931;3;2020-03-09;00000011286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1368.416;1368.416;0.0;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;0.0;0.0
1081;921931;3;2020-03-09;00000012036;Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;4900.032;4900.032;0.0;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;0.0;0.0
1082;921931;3;2020-03-09;00000012037;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;6321.424;6321.424;0.0;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;0.0;0.0
1083;921931;3;2020-03-09;00000012146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3747.104;3747.104;0.0;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;0.0;0.0
1084;921931;3;2020-03-09;00000015431;Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;5422.592;5422.592;0.0;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;0.0;0.0
1085;921931;3;2020-03-09;00000013501;Швеллер 12 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;72.112;0.0;72.112;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;72.112;0.0;0.0;0.0
1086;921931;3;2020-03-09;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;8366.656;0.0;8366.656;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;6478.08;0.0;1888.576000000001;0.0
1087;921931;3;2020-03-09;00-00002762;Табличка 63х80 12Х18Н10Т;0.32;0.0;0.32;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;1.0;2020-03-04 00:00:00;Опора промежуточная двухцепная 2ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921931-3;1;0;0.0;0.0;0.0;0.0;0.32
1153;922022;1;2020-03-08;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;357.984;389.691;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  29 (1018) от 09.12.2019;0;2.0;2020-03-09 00:00:00;"Опора промежуточная П10Г-5М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.219.1.L.S Проект:";922022-1;1;0;0.0;0.0;0.0;0.0;0.0
1154;922022;1;2020-03-08;00000011726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;237.978;237.978;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  29 (1018) от 09.12.2019;0;2.0;2020-03-09 00:00:00;"Опора промежуточная П10Г-5М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.219.1.L.S Проект:";922022-1;1;0;0.0;0.0;0.0;0.0;0.0
1155;922022;1;2020-03-08;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;859.338;859.338;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  29 (1018) от 09.12.2019;0;2.0;2020-03-09 00:00:00;"Опора промежуточная П10Г-5М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.219.1.L.S Проект:";922022-1;1;0;0.0;0.0;0.0;0.0;0.0
1156;922022;1;2020-03-08;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;145.53;145.53;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  29 (1018) от 09.12.2019;0;2.0;2020-03-09 00:00:00;"Опора промежуточная П10Г-5М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.219.1.L.S Проект:";922022-1;1;0;0.0;0.0;0.0;0.0;0.0
1157;922022;1;2020-03-08;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;3485.916;3485.916;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  29 (1018) от 09.12.2019;0;2.0;2020-03-09 00:00:00;"Опора промежуточная П10Г-5М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.219.1.L.S Проект:";922022-1;1;0;0.0;0.0;0.0;0.0;0.0
1158;922022;1;2020-03-08;00000011265;Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014;33.534;33.534;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  29 (1018) от 09.12.2019;0;2.0;2020-03-09 00:00:00;"Опора промежуточная П10Г-5М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.219.1.L.S Проект:";922022-1;1;0;0.0;0.0;0.0;0.0;0.0
1159;922022;1;2020-03-08;00000011276;Труба профильная 80х80х4 ГОСТ 30245-94 09Г2С-12 ГОСТ 19281-2014;1643.922;0.0;1643.922;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  29 (1018) от 09.12.2019;0;2.0;2020-03-09 00:00:00;"Опора промежуточная П10Г-5М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.219.1.L.S Проект:";922022-1;1;0;0.0;663.84;0.0;0.0;980.082
1160;922022;1;2020-03-08;00000011268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;542.628;542.628;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  29 (1018) от 09.12.2019;0;2.0;2020-03-09 00:00:00;"Опора промежуточная П10Г-5М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.219.1.L.S Проект:";922022-1;1;0;0.0;0.0;0.0;0.0;0.0
1161;922022;1;2020-03-08;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.306;0.0;0.306;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  29 (1018) от 09.12.2019;0;2.0;2020-03-09 00:00:00;"Опора промежуточная П10Г-5М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.219.1.L.S Проект:";922022-1;1;0;0.0;0.306;0.0;0.0;0.0
1162;922022;1;2020-03-08;00000016780;Втулка 42х40 - d23;144.0;0.0;144.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  29 (1018) от 09.12.2019;0;2.0;2020-03-09 00:00:00;"Опора промежуточная П10Г-5М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.219.1.L.S Проект:";922022-1;1;0;0.0;0.0;0.0;0.0;144.0
1163;922022;1;2020-03-08;00-00002762;Табличка 63х80 12Х18Н10Т;0.36;0.0;0.36;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  29 (1018) от 09.12.2019;0;2.0;2020-03-09 00:00:00;"Опора промежуточная П10Г-5М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.219.1.L.S Проект:";922022-1;1;0;0.0;0.0;0.0;0.0;0.36
4973;02249;1;2020-03-12;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.022;0.0;0.022;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;0.022;0.0;0.0;0.0
4974;02249;1;2020-03-12;00000011267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;22.509;0.0;22.509;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;0.0;0.0;0.0;22.509
4975;02249;1;2020-03-12;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;34.182;0.0;34.182;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;0.0;0.0;34.182;0.0
4976;02249;1;2020-03-12;00000012986;Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;194.914;0.0;194.914;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;194.914;0.0;0.0;0.0
4977;02249;1;2020-03-12;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;6.705;0.0;6.705;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;6.705;0.0;0.0;0.0
4978;02249;1;2020-03-12;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;186.009;0.0;186.009;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;186.009;0.0;0.0;0.0
4979;02249;1;2020-03-12;00000011275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;559.259;0.0;559.259;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;559.259;0.0;0.0;0.0
4980;02249;1;2020-03-12;00000011278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;172.351;0.0;172.351;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;172.351;0.0;0.0;0.0
4981;02249;1;2020-03-12;00000011281;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;291.565;0.0;291.565;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;291.565;0.0;0.0;0.0
4982;02249;1;2020-03-12;00000011283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;69.269;0.0;69.269;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;69.269;0.0;0.0;0.0
4983;02249;1;2020-03-12;00000012038;Уголок 140х140х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;696.604;0.0;696.604;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;696.604;0.0;0.0;0.0
4984;02249;1;2020-03-12;00000012146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;623.286;0.0;623.286;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;623.286;0.0;0.0;0.0
4985;02249;1;2020-03-12;00000015136;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;462.563;0.0;462.563;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;462.563;0.0;0.0;0.0
4986;02249;1;2020-03-12;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;846.393;0.0;846.393;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;3.0;0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;02249-1;1;0;0.0;0.0;0.0;846.393;0.0
4987;02250;1;2020-03-12;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.242;0.0;0.242;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;0.242;0.0;0.0;0.0
4988;02250;1;2020-03-12;00000011267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;247.599;0.0;247.599;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;0.0;0.0;0.0;247.599
4989;02250;1;2020-03-12;00000012986;Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2144.054;0.0;2144.054;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;2144.054;0.0;0.0;0.0
4990;02250;1;2020-03-12;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;73.755;0.0;73.755;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;73.755;0.0;0.0;0.0
4991;02250;1;2020-03-12;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;3427.292;0.0;3427.292;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;3427.292;0.0;0.0;0.0
4992;02250;1;2020-03-12;00000011275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;6151.849;0.0;6151.849;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;6151.849;0.0;0.0;0.0
4993;02250;1;2020-03-12;00000011278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1894.519;0.0;1894.519;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;1894.519;0.0;0.0;0.0
4994;02250;1;2020-03-12;00000011281;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3207.215;0.0;3207.215;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;3207.215;0.0;0.0;0.0
4995;02250;1;2020-03-12;00000011283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;761.959;0.0;761.959;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;761.959;0.0;0.0;0.0
4996;02250;1;2020-03-12;00000012037;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;9326.823;0.0;9326.823;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;9326.823;0.0;0.0;0.0
4997;02250;1;2020-03-12;00000012038;Уголок 140х140х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;7662.644;0.0;7662.644;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;1931.51;0.0;0.0;5731.134
4998;02250;1;2020-03-12;00000012146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;7249.88;0.0;7249.88;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;11.634000000000015;0.0;0.0;7238.246
4999;02250;1;2020-03-12;00000015136;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;7754.923;0.0;7754.923;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;7754.923;0.0;0.0;0.0
5000;02250;1;2020-03-12;00000015165;Уголок 160х160х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;6229.201;0.0;6229.201;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;6229.201;0.0;0.0;0.0
5001;02250;1;2020-03-12;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;9310.323;0.0;9310.323;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;4.0;0;Анкерно-угловая опора 1У110-3+5 Проект: 3.407.2-170;02250-1;1;0;0.0;0.0;0.0;9310.323;0.0
5002;02251;1;2020-03-12;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.022;0.0;0.022;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;5.0;0;Анкерно-угловая опора 1У110-3+10 Проект: 3.407.2-170;02251-1;1;0;0.0;0.022;0.0;0.0;0.0
5003;02251;1;2020-03-12;00000011267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;22.509;0.0;22.509;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;5.0;0;Анкерно-угловая опора 1У110-3+10 Проект: 3.407.2-170;02251-1;1;0;0.0;0.0;0.0;0.0;22.509
5004;02251;1;2020-03-12;00000012986;Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;194.914;0.0;194.914;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;5.0;0;Анкерно-угловая опора 1У110-3+10 Проект: 3.407.2-170;02251-1;1;0;0.0;194.914;0.0;0.0;0.0
5005;02251;1;2020-03-12;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;6.705;0.0;6.705;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;5.0;0;Анкерно-угловая опора 1У110-3+10 Проект: 3.407.2-170;02251-1;1;0;0.0;6.705;0.0;0.0;0.0
5006;02251;1;2020-03-12;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;319.689;0.0;319.689;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;5.0;0;Анкерно-угловая опора 1У110-3+10 Проект: 3.407.2-170;02251-1;1;0;0.0;319.689;0.0;0.0;0.0
5007;02251;1;2020-03-12;00000011275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;716.511;0.0;716.511;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;5.0;0;Анкерно-угловая опора 1У110-3+10 Проект: 3.407.2-170;02251-1;1;0;0.0;716.511;0.0;0.0;0.0
5008;02251;1;2020-03-12;00000011278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;172.229;0.0;172.229;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;5.0;0;Анкерно-угловая опора 1У110-3+10 Проект: 3.407.2-170;02251-1;1;0;0.0;172.229;0.0;0.0;0.0
5009;02251;1;2020-03-12;00000011281;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;744.98;0.0;744.98;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;5.0;0;Анкерно-угловая опора 1У110-3+10 Проект: 3.407.2-170;02251-1;1;0;0.0;744.98;0.0;0.0;0.0
5010;02251;1;2020-03-12;00000011283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;69.269;0.0;69.269;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;5.0;0;Анкерно-угловая опора 1У110-3+10 Проект: 3.407.2-170;02251-1;1;0;0.0;69.269;0.0;0.0;0.0
5011;02251;1;2020-03-12;00000012037;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1001.12;0.0;1001.12;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;5.0;0;Анкерно-угловая опора 1У110-3+10 Проект: 3.407.2-170;02251-1;1;0;0.0;1001.12;0.0;0.0;0.0
5012;02251;1;2020-03-12;00000012038;Уголок 140х140х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;696.604;0.0;696.604;0.0;0.0;СТЭ ООО;90/10-19, Спецификация №2 от 03.02.2020;0;5.0;0;Анкерно-угловая опора 1У110-3+10 Проект: 3.407.2-170;02251-1;1;0;0.0;0.0;0.0;0.0;696.604
