Дата запуска;0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;17.0
Дата запуска;2020-04-15 00:00:00;2020-04-16 00:00:00;2020-04-17 00:00:00;2020-04-18 00:00:00;2020-04-19 00:00:00;2020-04-20 00:00:00;2020-04-21 00:00:00;2020-04-22 00:00:00;2020-04-23 00:00:00;2020-04-24 00:00:00;2020-04-25 00:00:00;2020-04-26 00:00:00;2020-04-27 00:00:00;2020-04-28 00:00:00;2020-04-29 00:00:00;2020-04-30 00:00:00;2020-05-02 00:00:00
Номенклатура;;;;;;;;;;;;;;;;;
Болт М36-6gх120.8.8.Гл ГОСТ Р ИСО 4014-2013;1065.1770000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М36-6gх150.8.8.Гл ГОСТ Р ИСО 4014-2013;347.764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М36-6gх150.8.8.ТД4 ГОСТ Р ИСО 4014-2013;51.872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М36-6gх150.8.8.бп ГОСТ Р ИСО 4014-2013;3.242;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М36-6gх160.8.8.ГЦ ГОСТ Р ИСО 4014-2013;54.432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М36-6gх160.8.8.Гл ГОСТ Р ИСО 4014-2013;88.452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М36-6gх160.8.8.бп ГОСТ Р ИСО 4014-2013;3.402;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М6-6gх16.8.8.Гл ГОСТ Р ИСО 4014-2013;0.2122449;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М6-6gх25.8.8.Гл ГОСТ Р ИСО 4014-2013;0.47551021000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М8-6gх100.8.8.Гл ГОСТ Р ИСО 4014-2013;0.09183673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М8-6gх25.8.8.Гл ГОСТ Р ИСО 4014-2013;0.2122449;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М8-6gх35.8.8.Гл ГОСТ Р ИСО 4014-2013;2.9766734699999997;0.0;0.0;0.0;0.0;0.0;0.0;5.06530612;12.372448980000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М8-6gх50.8.8.Гл ГОСТ Р ИСО 4014-2013;0.05204082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт по чертежу Спецболт М46 М24х525.09Г2С-15.ГЦ Чертёж 3.407.1-175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0
Болт по чертежу Спецболт М47 М24х550.09Г2С-15.ГЦ Чертёж 3.407.1-175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.2;0.0;0.0;0.0;0.0;0.0
