Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Количество штук;Изделие;Статус;Изделие.Вид номенклатуры;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;Некомплектная_отгрузка;Полная_отгрузка;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
703;02957;1;2020-12-31;00000002419;Шайба 16 ГЦ ГОСТ 11371-78;1.58393409;1.538;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;Договор № 2697/У от 26.06.2020, Спецификация №1 от 26.06.2020;2020-06-15 00:00:00;0.0;2020-06-10 00:00:00;2.0;Тросостойка Р8 Проект: 5736тм;Закрыт;Продукция;02957-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
704;02957;1;2020-12-31;00000002423;Шайба 16 ГЦ ГОСТ 6402-70;0.85272915;0.828;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;Договор № 2697/У от 26.06.2020, Спецификация №1 от 26.06.2020;2020-06-15 00:00:00;0.0;2020-06-10 00:00:00;2.0;Тросостойка Р8 Проект: 5736тм;Закрыт;Продукция;02957-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
705;02957;1;2020-12-31;00-00007108;Болт М16-6gх50.5.6.ГЦ ГОСТ Р ИСО 4014-2013;10.20204082;9.998;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;Договор № 2697/У от 26.06.2020, Спецификация №1 от 26.06.2020;2020-06-15 00:00:00;0.0;2020-06-10 00:00:00;2.0;Тросостойка Р8 Проект: 5736тм;Закрыт;Продукция;02957-1;0;0.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
706;02957;1;2020-12-31;00-00007109;Болт М16-6gх55.5.6.ГЦ ГОСТ Р ИСО 4014-2013;5.95102041;5.832;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;Договор № 2697/У от 26.06.2020, Спецификация №1 от 26.06.2020;2020-06-15 00:00:00;0.0;2020-06-10 00:00:00;2.0;Тросостойка Р8 Проект: 5736тм;Закрыт;Продукция;02957-1;0;0.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
707;02957;1;2020-12-31;00-00007114;Гайка М16-6h.5.ГЦ ГОСТ ISO 4032-2014;5.26879506;5.116;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;Договор № 2697/У от 26.06.2020, Спецификация №1 от 26.06.2020;2020-06-15 00:00:00;0.0;2020-06-10 00:00:00;2.0;Тросостойка Р8 Проект: 5736тм;Закрыт;Продукция;02957-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
216;02756;29;2020-08-30;00000000659;Шайба 20 Гл ГОСТ 11371-78;1.13697219;1.104;0.03297218999999996;0.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-08-30 00:00:00;0.0;2020-05-20 00:00:00;16.0;Фундамент   ФСП1 Проект: 01-893-ТКР;К производству;Продукция;02756-29;0;1.0;0.0;0;0.0;0.0;0.03297218999999996;0.0;0.0;0.0
219;02764;1;2020-08-30;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.57672503;0.0;0.0;0.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-08-30 00:00:00;0.0;2020-08-21 00:00:00;16.0;Фундамент   ФП1 Проект: 01-893-ТКР;К производству;Продукция;02764-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
222;02766;1;2020-08-30;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.5046344;0.0;0.0;0.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-08-30 00:00:00;0.0;2020-08-25 00:00:00;14.0;Фундамент   ФП1б Проект: 01-893-ТКР;К производству;Продукция;02766-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
896;021192;1;2020-08-31;00000006780;Шайба 16 ТД4 ГОСТ 11371-78;4.27188465;4.148;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
897;021192;1;2020-08-31;00000006781;Шайба 16 ТД4 ГОСТ 6402-70;2.29866117;2.232;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
898;021192;1;2020-08-31;00000006784;Шайба 20 ТД4 ГОСТ 6402-70;9.21421215;8.947;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
899;021192;1;2020-08-31;00000009303;Шайба 24 ТД4 ГОСТ 11371-78;31.42224511;30.511;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
900;021192;1;2020-08-31;00-00000394;Пробойник_СП-12,5;0.2;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
901;021192;1;2020-08-31;00-00000399;Пробойник_СП-17;0.37;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
902;021192;1;2020-08-31;00-00000401;Пробойник_СП-21;0.576;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
903;021192;1;2020-08-31;00-00000404;Пробойник_СП-25;0.828;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
904;021192;1;2020-08-31;00-00000406;Пробойник_СП-28;1.064;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
905;021192;1;2020-08-31;00-00002228;Болт М20-6gх65.8.8.ТД4 ГОСТ Р ИСО 4014-2013;31.28527291;30.378;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
906;021192;1;2020-08-31;00-00002231;Гайка М20-6h.8.ТД4 ГОСТ ISO 4032-2014;30.23892894;29.362;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
907;021192;1;2020-08-31;00-00002233;Шайба 12 ТД4 ГОСТ 11371-78;0.07826982;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
908;021192;1;2020-08-31;00-00002234;Шайба 20 ТД4 ГОСТ 11371-78;7.26364573;7.053;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
909;021192;1;2020-08-31;00-00002239;Болт М24-6gх80.8.8.ТД4 ГОСТ Р ИСО 4014-2013;99.80123584;96.907;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
910;021192;1;2020-08-31;00-00002240;Гайка М24-6h.8.ТД4 ГОСТ ISO 4032-2014;119.45417096;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
911;021192;1;2020-08-31;00-00002247;Болт М16-6gх60.8.8.ТД4 ГОСТ Р ИСО 4014-2013;4.35816327;4.271;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
912;021192;1;2020-08-31;00-00002248;Болт М20-6gх70.8.8.ТД4 ГОСТ Р ИСО 4014-2013;40.65396498;39.475;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
913;021192;1;2020-08-31;00-00002249;Гайка М16-6h.8.ТД4 ГОСТ ISO 4032-2014;14.21524202;13.803;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
914;021192;1;2020-08-31;00-00002250;Болт М16-6gх55.8.8.ТД4 ГОСТ Р ИСО 4014-2013;36.45;35.721;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
915;021192;1;2020-08-31;00-00002762;Табличка 63х80 12Х18Н10Т;0.02;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
916;021192;1;2020-08-31;00-00002765;Болт М24-6gх75.8.8.ТД4 ГОСТ Р ИСО 4014-2013;145.64675592;141.423;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
917;021192;1;2020-08-31;00-00002766;Шайба 24 ТД4 ГОСТ 6402-70;22.04943357;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
918;021192;1;2020-08-31;00-00002771;Болт М16-6gх50.8.8.ТД4 ГОСТ Р ИСО 4014-2013;0.8122449;0.796;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
919;021192;1;2020-08-31;00-00002772;Болт М16-6gх70.8.8.ТД4 ГОСТ Р ИСО 4014-2013;0.44489796;0.436;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
920;021192;1;2020-08-31;00-00002774;Болт М20-6gх60.8.8.ТД4 ГОСТ Р ИСО 4014-2013;10.01029866;9.72;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
921;021192;1;2020-08-31;00-00002775;Болт М20-6gх75.8.8.ТД4 ГОСТ Р ИСО 4014-2013;17.97837281;17.457;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
922;021192;1;2020-08-31;00-00003052;Болт М16-6gх65.8.8.ТД4 ГОСТ Р ИСО 4014-2013;2.38265306;2.335;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
923;021192;1;2020-08-31;00-00003053;Болт М20-6gх200.5.8.ТД4 ГОСТ Р ИСО 4014-2013;170.01132853;165.081;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
924;021192;1;2020-08-31;00-00005287;Гайка М20-6h.5.ТД4 ГОСТ ISO 4032-2014;43.26158599;42.007;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
925;021192;1;2020-08-31;00-00005291;Шайба 27 ТД4 ГОСТ 11371-78;8.7569516;8.503;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
926;021192;1;2020-08-31;00-00005292;Шайба 27 ТД4 ГОСТ 6402-70;6.23171988;6.051;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
927;021192;1;2020-08-31;00-00005720;Болт М27-6gх85.8.8.ТД4 ГОСТ Р ИСО 4014-2013;19.56024717;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
928;021192;1;2020-08-31;00-00005721;Болт М27-6gх95.8.8.ТД4 ГОСТ Р ИСО 4014-2013;51.58702369;50.091;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
929;021192;1;2020-08-31;00-00005722;Гайка М27-6h.8.ТД4 ГОСТ ISO 4032-2014;36.28424305;35.232;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
930;021192;1;2020-08-31;00-00006607;Болт М27-6gх100.8.8.ТД4 ГОСТ Р ИСО 4014-2013;23.85375901;23.162;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
931;021192;1;2020-08-31;00-00008622;Болт М24-6gх85.8.8.ТД4 ГОСТ Р ИСО 4014-2013;62.68898043;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
932;021192;1;2020-08-31;00-00008828;Болт М24-6gх90.8.8.ТД4 ГОСТ Р ИСО 4014-2013;43.71575695;42.448;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
933;021192;1;2020-08-31;00-00008829;Болт М24-6gх95.8.8.ТД4 ГОСТ Р ИСО 4014-2013;15.47785788;15.029;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
934;021192;1;2020-08-31;00-00008831;Болт М27-6gх90.8.8.ТД4 ГОСТ Р ИСО 4014-2013;11.36869207;11.039;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
935;021192;1;2020-08-31;00-00009629;Болт М10-6gх40.8.8.ТД4 ГОСТ Р ИСО 4014-2013;5.43469388;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
936;021192;1;2020-08-31;00-00009631;Болт М16-6gх75.8.8.ТД4 ГОСТ Р ИСО 4014-2013;1.5622449;1.531;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
937;021192;1;2020-08-31;00-00009632;Болт М16-6gх80.8.8.ТД4 ГОСТ Р ИСО 4014-2013;0.49285714;0.483;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
938;021192;1;2020-08-31;00-00009633;Гайка М10-6h.8.ТД4 ГОСТ ISO 4032-2014;1.75798146;1.707;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
939;021192;1;2020-08-31;00-00009634;Шайба 10 ТД4 ГОСТ 11371-78;0.61483007;0.597;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
940;021192;1;2020-08-31;00-00009635;Шайба 10 ТД4 ГОСТ 6402-70;0.34603502;0.336;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-08-31 00:00:00;0.0;2020-08-27 00:00:00;1.0;Анкерно-угловая опора   1У220-4у+15 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021192-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
