Дата потребности;Порядковый номер;Заказ-Партия;Номенклатура потребности;Потребность из файла;Потребность нач;Потребность кон;Списание потребности;Склад;Дата списания остат;Номенклатура Списания;Остатки нач;Остатки кон;Списание остатков;Дата учета
2020-01-23;4755;0009-1;Гайка М24-6h.5.Гл ГОСТ 5915-70;0.0;0.25334706;0.0;0.25334706;Центральный склад;2020-05-20;Гайка М24-6h.5.Гл ГОСТ 5915-70;2.621;2.36765294;0.25334706;2020-01-23
2020-02-05;5027;0019-1;Заклепочник для вытяжных заклепок диаметром 4 мм.;0.0;1.0;0.0;1.0;Центральный склад;2020-05-20;Заклепочник для вытяжных заклепок диаметром 4 мм.;1.0;0.0;1.0;2020-02-05
2020-02-12;4919;02177-1;Шайба 16 ГЦ ГОСТ 11371-78;0.0;35.18434604;0.0;35.18434604;Центральный склад;2020-05-20;Шайба 16 ГЦ ГОСТ 11371-78;1718.692;1683.50765396;35.18434604;2020-02-12
2020-02-12;4920;02177-1;Шайба 20 ГЦ ГОСТ 11371-78;0.0;27.99176107;0.0;27.99176107;Центральный склад;2020-05-20;Шайба 20 ГЦ ГОСТ 11371-78;782.354;754.36223893;27.99176107;2020-02-12
2020-02-12;4921;02177-1;Шайба 24 ГЦ ГОСТ 11371-78;0.0;110.2430484;0.0;110.2430484;Центральный склад;2020-05-20;Шайба 24 ГЦ ГОСТ 11371-78;1501.998;1391.7549516000001;110.2430484;2020-02-12
2020-02-12;4922;02177-1;Шайба 36 ГЦ ГОСТ 11371-78;27.86420288;54.59320288;27.86420288;26.729;Центральный склад;2020-05-20;Шайба 36 ГЦ ГОСТ 11371-78;26.729;0.0;26.729;2020-02-12
2020-02-12;4923;02177-1;Болт М16-6gх55.8.8.ГЦ ГОСТ Р ИСО 4014-2013;0.0;187.45714286;0.0;187.45714286;Центральный склад;2020-05-20;Болт М16-6gх55.8.8.ГЦ ГОСТ Р ИСО 4014-2013;974.362;786.90485714;187.45714286;2020-02-12
2020-02-12;4924;02177-1;Болт М20-6gх60.8.8.ГЦ ГОСТ Р ИСО 4014-2013;0.0;64.06591143;0.0;64.06591143;Центральный склад;2020-05-20;Болт М20-6gх60.8.8.ГЦ ГОСТ 7798-70;282.773;218.70708857000002;64.06591143;2020-02-12
2020-02-12;4925;02177-1;Гайка М16-6h.8.ГЦ ГОСТ ISO 4032-2014;0.0;117.12049434;0.0;117.12049434;Центральный склад;2020-05-20;Гайка М16-6h.8.ГЦ ГОСТ ISO 4032-2014;722.284;605.16350566;117.12049434;2020-02-12
2020-02-12;4933;02177-1;Гайка М36-6h.8.ГЦ ГОСТ ISO 4032-2014;0.0;247.23583934;0.0;247.23583934;Центральный склад;2020-05-20;Гайка М36-6h.8.ГЦ ГОСТ 5915-70;535.021;287.78516066;247.23583934;2020-02-12
2020-02-12;4927;02177-1;Болт М24-6gх75.8.8.ГЦ ГОСТ Р ИСО 4014-2013;0.0;110.682;0.0;110.682;Центральный склад;2020-05-20;Болт М24-6gх75.8.8.ГЦ ГОСТ 7798-70;4192.436;4081.754;110.682;2020-02-12
2020-02-12;4928;02177-1;Болт М24-6gх80.8.8.ГЦ ГОСТ Р ИСО 4014-2013;0.0;268.35015448;0.0;268.35015448;Центральный склад;2020-05-20;Болт М24-6gх80.8.8.ГЦ ГОСТ Р ИСО 4014-2013;1304.315;1035.96484552;268.35015448;2020-02-12
2020-02-12;4929;02177-1;Болт М24-6gх85.8.8.ГЦ ГОСТ Р ИСО 4014-2013;0.0;93.39237899;0.0;93.39237899;Центральный склад;2020-05-20;Болт М24-6gх85.8.8.ГЦ ГОСТ Р ИСО 4014-2013;700.0;606.60762101;93.39237899;2020-02-12
2020-02-12;4930;02177-1;Болт М20-6gх90.8.8.ГЦ ГОСТ Р ИСО 4014-2013;0.0;21.50360453;0.0;21.50360453;Центральный склад;2020-05-20;Болт М20-6gх90.8.8.ГЦ ГОСТ 7798-70;193.666;172.16239547;21.50360453;2020-02-12
2020-02-12;4931;02177-1;Болт М24-6gх100.8.8.ГЦ ГОСТ Р ИСО 4014-2013;0.0;210.53141092;0.0;210.53141092;Центральный склад;2020-05-20;Болт М24-6gх100.8.8.ГЦ ГОСТ 7798-70;1167.651;957.1195890800001;210.53141092;2020-02-12
