Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Количество штук;Изделие;Статус;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;Некомплектная_отгрузка;Полная_отгрузка;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
1016;921993;1;2020-02-18;00000000496;Гайка М20-6h.8.Гл ГОСТ 5915-70;294.29454171;285.76;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;2020-02-18 00:00:00;0.0;2020-02-13 00:00:00;8.0;Анкерно-угловая опора 1У110-4+5 Проект: 3.407.2-170;К производству;921993-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1015;921993;1;2020-02-18;00000001703;Гайка М16-6h.8.Гл ГОСТ 5915-70;53.91555098;52.352;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;2020-02-18 00:00:00;0.0;2020-02-13 00:00:00;8.0;Анкерно-угловая опора 1У110-4+5 Проект: 3.407.2-170;К производству;921993-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1014;921993;1;2020-02-18;00000001702;Гайка М14-6h.8.Гл ГОСТ 5915-70;10.64469619;10.336;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;2020-02-18 00:00:00;0.0;2020-02-13 00:00:00;8.0;Анкерно-угловая опора 1У110-4+5 Проект: 3.407.2-170;К производству;921993-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1013;921993;1;2020-02-18;00000000450;Болт М30-6gх90.8.8.Гл ГОСТ 7798-70;146.91658084;142.656;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;2020-02-18 00:00:00;0.0;2020-02-13 00:00:00;8.0;Анкерно-угловая опора 1У110-4+5 Проект: 3.407.2-170;К производству;921993-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2627;921616;1;2020-02-18;00-00000828;Болт М8-6gх30.8.8.Гл ГОСТ Р ИСО 4014-2013;0.27959184;0.274;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2628;921616;1;2020-02-18;00-00000829;Болт М8-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;0.25306122;0.248;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1019;921993;1;2020-02-18;00000000405;Шайба 14 Гл ГОСТ 11371-78;3.6168898;3.512;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;2020-02-18 00:00:00;0.0;2020-02-13 00:00:00;8.0;Анкерно-угловая опора 1У110-4+5 Проект: 3.407.2-170;К производству;921993-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2697;921618;1;2020-02-18;00000017127;Провод заземляющий ПуГВ -ХЛ 1х6мм2;3.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-38-ЭМ.ОЛ1;К производству;921618-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2652;921617;1;2020-02-18;00000001022;Шайба 8 Гл ГОСТ 11371-78;0.04943357;0.048;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2653;921617;1;2020-02-18;00000011435;Скрепы для ленты монтажной С20;100.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2654;921617;1;2020-02-18;00000004350;Коробка протяжная У994, IP54;4.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2655;921617;1;2020-02-18;00000007958;Наконечник медный ТМЛ 6-6-4;11.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2656;921617;1;2020-02-18;00000011648;Кабель силовой ВВГнг(А)-ХЛ 3х1,5;24.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2657;921617;1;2020-02-18;00000015032;Муфта трубная МТ20;4.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2658;921617;1;2020-02-18;00000014509;Коробка клеммная с наборными зажимами КЗНС-16, УХЛ1, IP65;3.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2659;921617;1;2020-02-18;00000011645;Светодиодный заградительный огонь низкой интенсивности СД30-05-2 220В;4.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2660;921617;1;2020-02-18;00000017127;Провод заземляющий ПуГВ -ХЛ 1х6мм2;3.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2661;921617;1;2020-02-18;00000017868;Кабель силовой ВВГнг(А)-LS ХЛ 5х2,5;53.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2663;921617;1;2020-02-18;00-00000824;Болт М10-6gх40.8.8.Гл ГОСТ Р ИСО 4014-2013;0.84183673;0.825;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2651;921617;1;2020-02-18;00000000410;Шайба 6 Гл ГОСТ 11371-78;0.00823893;0.008;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2664;921617;1;2020-02-18;00-00000827;Болт М6-6gх20.8.8.Гл ГОСТ Р ИСО 4014-2013;0.05510204;0.054;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2666;921617;1;2020-02-18;00-00000829;Болт М8-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;0.12653061;0.124;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2667;921617;1;2020-02-18;00-00000830;Гайка М10-6h.8.Гл ГОСТ ISO 4032-2014;0.50566426;0.491;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2668;921617;1;2020-02-18;00-00000831;Гайка М20-6h.8.Гл ГОСТ ISO 4032-2014;0.29454171;0.286;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2669;921617;1;2020-02-18;00-00000833;Гайка М6-6h.8.Гл ГОСТ ISO 4032-2014;0.04222451;0.041;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2670;921617;1;2020-02-18;00-00000834;Гайка М8-6h.8.Гл ГОСТ ISO 4032-2014;0.29763131;0.289;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2671;921617;1;2020-02-18;00-00001003;Болт М20-6gх70.8.8.Гл ГОСТ Р ИСО 4014-2013;0.99176107;0.963;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2672;921617;1;2020-02-18;00-00001008;Кабель силовой гибкий КГ-ХЛ 3х1,5;30.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2673;921617;1;2020-02-18;00-00001009;Кабельный ввод для металлорукава Dу20 ВК-М25-16-МР20;13.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2674;921617;1;2020-02-18;00000014883;"Знак ""Во время грозы приближаться ближе 4 м запрещено"", 300х400 металл";1.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2675;921617;1;2020-02-18;00-00001670;Стяжка кабельная стальная СКС 7,9х600;70.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2676;921617;1;2020-02-18;00-00001671;Хомут 28-Ст3 ГОСТ 24137-80;0.416;0.416;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2665;921617;1;2020-02-18;00-00000828;Болт М8-6gх30.8.8.Гл ГОСТ Р ИСО 4014-2013;0.10510204;0.103;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2650;921617;1;2020-02-18;00000000029;Шайба 24 Гл ГОСТ 11371-78;1.59732235;1.551;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2662;921617;1;2020-02-18;00000018456;Оконцеватель защитный для металлорукава РЗ-ЦПнг-20;8.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2648;921617;1;2020-02-18;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.14212152;0.138;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2631;921616;1;2020-02-18;00-00000834;Гайка М8-6h.8.Гл ГОСТ ISO 4032-2014;0.64057673;0.622;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2632;921616;1;2020-02-18;00-00001003;Болт М20-6gх70.8.8.Гл ГОСТ Р ИСО 4014-2013;1.98352214;1.926;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2633;921616;1;2020-02-18;00-00001008;Кабель силовой гибкий КГ-ХЛ 3х1,5;60.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2649;921617;1;2020-02-18;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.05252317;0.051;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2634;921616;1;2020-02-18;00-00001009;Кабельный ввод для металлорукава Dу20 ВК-М25-16-МР20;26.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2635;921616;1;2020-02-18;00-00001081;Болт М12-6gх45.8.8.Гл ГОСТ Р ИСО 4014-2013;2.65510204;2.602;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2636;921616;1;2020-02-18;00-00001089;Гайка М12-6h.8.Гл ГОСТ ISO 4032-2014;1.54891864;1.504;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2637;921616;1;2020-02-18;00000014883;"Знак ""Во время грозы приближаться ближе 4 м запрещено"", 300х400 металл";2.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2630;921616;1;2020-02-18;00-00000833;Гайка М6-6h.8.Гл ГОСТ ISO 4032-2014;0.09474768;0.092;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2629;921616;1;2020-02-18;00-00000831;Гайка М20-6h.8.Гл ГОСТ ISO 4032-2014;0.58908342;0.572;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2639;921616;1;2020-02-18;00-00001671;Хомут 28-Ст3 ГОСТ 24137-80;0.832;0.832;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2640;921616;1;2020-02-18;00-00001672;Кабель силовой бронированный ВБШвнг(А)-ХЛ 5х2,5;212.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2641;921616;1;2020-02-18;00-00001673;Светодиодный прожектор FFL 06-460-750-F40, 460 Вт, 61276 Лм, 5000К, УХЛ1, IP66, поворотный кронштейн;12.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2642;921616;1;2020-02-18;00-00002616;Ящик силовой с автомат. выключат., степень защиты IP66, ХЛ1;2.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2643;921616;1;2020-02-18;00-00003243;Болт М24-6gх110.5.6.Гл ГОСТ 7798-70;25.14727085;24.418;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2644;921616;1;2020-02-18;00-00003244;Гайка М24-6h.5.Гл ГОСТ ISO 4032-2014;12.14830072;11.796;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;2.0;Прожекторная мачта   Н=28м 914.18/1/3-ГПЭС-8, 9-ЭМ.ОЛ1;К производству;921616-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2645;921617;1;2020-02-18;00000012793;Лента монтажная стальная в кассете F2007  E;1.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2646;921617;1;2020-02-18;00000011641;Металлорукав в ПВХ оболочке РЗ-ЦПнг-20;54.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2647;921617;1;2020-02-18;00000001020;Шайба 10 Гл ГОСТ 11371-78;0.08856849;0.086;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;2020-02-18 00:00:00;0.0;2020-02-18 00:00:00;1.0;Прожекторная мачта   Н=28м 914.18/1/4-УКПГ,Ф-18-ЭМ.ОЛ1;К производству;921617-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
