Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Количество штук;Изделие;Статус;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;Некомплектная_отгрузка;Полная_отгрузка;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
672;921180;1;2019-12-08;00000018456;Оконцеватель защитный для металлорукава РЗ-ЦПнг-20;40.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
677;921180;1;2019-12-08;00-00000827;Болт М6-6gх20.8.8.Гл ГОСТ Р ИСО 4014-2013;0.34183673;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
676;921180;1;2019-12-08;00-00000826;Болт М30-6gх130.8.8.Гл ГОСТ Р ИСО 4014-2013;159.04222451;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
675;921180;1;2019-12-08;00-00000825;Болт М20-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;4.70648816;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
674;921180;1;2019-12-08;00-00000824;Болт М10-6gх40.8.8.Гл ГОСТ Р ИСО 4014-2013;1.57653061;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
673;921180;1;2019-12-08;00000018489;Коробка соединительная КС-30, метал. заглушки, IP65, УХЛ1,5;5.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
661;921180;1;2019-12-08;00000011641;Металлорукав в ПВХ оболочке РЗ-ЦПнг-20;175.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
660;921180;1;2019-12-08;00000012793;Лента монтажная стальная в кассете F2007  E;5.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
667;921180;1;2019-12-08;00000011435;Скрепы для ленты монтажной С20;500.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
679;921180;1;2019-12-08;00-00000829;Болт М8-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;0.63265306;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
684;921180;1;2019-12-08;00-00000834;Гайка М8-6h.8.Гл ГОСТ ISO 4032-2014;0.5715757;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
683;921180;1;2019-12-08;00-00000833;Гайка М6-6h.8.Гл ГОСТ ISO 4032-2014;0.26261586;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
685;921180;1;2019-12-08;00-00001007;Кабель силовой  ВВГнг(А)-ХЛ 5х2,5;125.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
686;921180;1;2019-12-08;00-00001008;Кабель силовой гибкий КГ-ХЛ 3х1,5;165.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
687;921180;1;2019-12-08;00-00001009;Кабельный ввод для металлорукава Dу20 ВК-М25-16-МР20;35.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
689;921180;1;2019-12-08;00-00001053;Ящик силовой-40х30х22-ст.защ.IP54;5.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
688;921180;1;2019-12-08;00-00001052;Полиспаст роликовый груз до 50кг высота 25м два блоч.обоймы с крюками;5.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
681;921180;1;2019-12-08;00-00000831;Гайка М20-6h.8.Гл ГОСТ ISO 4032-2014;2.9454171;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
680;921180;1;2019-12-08;00-00000830;Гайка М10-6h.8.Гл ГОСТ ISO 4032-2014;0.94747683;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
682;921180;1;2019-12-08;00-00000832;Гайка М30-6h.8.Гл ГОСТ ISO 4032-2014;79.9330587;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
704;921181;1;2019-12-14;00-00000824;Болт М10-6gх40.8.8.Гл ГОСТ Р ИСО 4014-2013;2.8377551;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
707;921181;1;2019-12-14;00-00000827;Болт М6-6gх20.8.8.Гл ГОСТ Р ИСО 4014-2013;0.61530612;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
708;921181;1;2019-12-14;00-00000828;Болт М8-6gх30.8.8.Гл ГОСТ Р ИСО 4014-2013;0.94591837;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
709;921181;1;2019-12-14;00-00000829;Болт М8-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;1.13877551;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
706;921181;1;2019-12-14;00-00000826;Болт М30-6gх130.8.8.Гл ГОСТ Р ИСО 4014-2013;286.27600412;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
705;921181;1;2019-12-14;00-00000825;Болт М20-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;8.47167868;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
703;921181;1;2019-12-14;00000018489;Коробка соединительная КС-30, метал. заглушки, IP65, УХЛ1,5;9.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
695;921181;1;2019-12-14;00000000410;Шайба 6 Гл ГОСТ 11371-78;0.09268795;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
701;921181;1;2019-12-14;00000017127;Провод заземляющий ПуГВ -ХЛ 1х6мм2;9.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
696;921181;1;2019-12-14;00000001022;Шайба 8 Гл ГОСТ 11371-78;0.16683831;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
699;921181;1;2019-12-14;00000004350;Коробка протяжная У994, IP54;27.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
698;921181;1;2019-12-14;00000014686;"Прожектор ЖКУ 26-2х400-005 ""Факел Р-2х400Ж"" в компл с 2 лампами ДНаТ-400,двумя ПРА. U=220В,IР65";27.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
697;921181;1;2019-12-14;00000011435;Скрепы для ленты монтажной С20;9.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
711;921181;1;2019-12-14;00-00000831;Гайка М20-6h.8.Гл ГОСТ ISO 4032-2014;5.30175077;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
690;921181;1;2019-12-14;00000012793;Лента монтажная стальная в кассете F2007  E;9.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
691;921181;1;2019-12-14;00000011641;Металлорукав в ПВХ оболочке РЗ-ЦПнг-20;315.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
692;921181;1;2019-12-14;00000001020;Шайба 10 Гл ГОСТ 11371-78;0.29660144;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
693;921181;1;2019-12-14;00000000659;Шайба 20 Гл ГОСТ 11371-78;1.90010299;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
694;921181;1;2019-12-14;00000006907;Шайба 30 Гл ГОСТ 11371-78;31.80123584;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
702;921181;1;2019-12-14;00000018456;Оконцеватель защитный для металлорукава РЗ-ЦПнг-20;72.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
700;921181;1;2019-12-14;00000016058;Наконечник медный ТМЛ 6-6-4;45.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
710;921181;1;2019-12-14;00-00000830;Гайка М10-6h.8.Гл ГОСТ ISO 4032-2014;1.70545829;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
712;921181;1;2019-12-14;00-00000832;Гайка М30-6h.8.Гл ГОСТ ISO 4032-2014;143.87950566;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
713;921181;1;2019-12-14;00-00000833;Гайка М6-6h.8.Гл ГОСТ ISO 4032-2014;0.47270855;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
714;921181;1;2019-12-14;00-00000834;Гайка М8-6h.8.Гл ГОСТ ISO 4032-2014;1.02883625;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
715;921181;1;2019-12-14;00-00001007;Кабель силовой  ВВГнг(А)-ХЛ 5х2,5;225.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
