Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Количество штук;Изделие;Документ заказа.Статус;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
631;921180;1;2019-12-08;00-00000832;Гайка М30-6h.8.Гл ГОСТ ISO 4032-2014;79.9330587;0.0;79.9330587;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;79.9330587;0.0;0.0;0.0
619;921180;1;2019-12-08;00000000659;Шайба 20 Гл ГОСТ 11371-78;1.05561277;0.0;1.05561277;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.05561277;0.0;0.0;0.0
620;921180;1;2019-12-08;00000006907;Шайба 30 Гл ГОСТ 11371-78;17.66735324;0.0;17.66735324;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;17.66735324;0.0;0.0;0.0
621;921180;1;2019-12-08;00000000410;Шайба 6 Гл ГОСТ 11371-78;0.05149331;0.0;0.05149331;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;0.05149331;0.0;0.0;0.0
622;921180;1;2019-12-08;00000001022;Шайба 8 Гл ГОСТ 11371-78;0.09268795;0.0;0.09268795;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;0.09268795;0.0;0.0;0.0
623;921180;1;2019-12-08;00-00000824;Болт М10-6gх40.8.8.Гл ГОСТ Р ИСО 4014-2013;1.57653061;0.0;1.57653061;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;1.57653061;0.0;0.0;0.0
624;921180;1;2019-12-08;00-00000825;Болт М20-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;4.70648816;0.0;4.70648816;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;4.70648816;0.0;0.0;0.0
625;921180;1;2019-12-08;00-00000826;Болт М30-6gх130.8.8.Гл ГОСТ Р ИСО 4014-2013;159.04222451;0.0;159.04222451;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;159.04222451;0.0;0.0;0.0
626;921180;1;2019-12-08;00-00000827;Болт М6-6gх20.8.8.Гл ГОСТ Р ИСО 4014-2013;0.34183673;0.0;0.34183673;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;0.34183673;0.0;0.0;0.0
627;921180;1;2019-12-08;00-00000828;Болт М8-6gх30.8.8.Гл ГОСТ Р ИСО 4014-2013;0.5255102;0.0;0.5255102;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;0.5255102;0.0;0.0;0.0
628;921180;1;2019-12-08;00-00000829;Болт М8-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;0.63265306;0.0;0.63265306;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;0.63265306;0.0;0.0;0.0
629;921180;1;2019-12-08;00-00000830;Гайка М10-6h.8.Гл ГОСТ ISO 4032-2014;0.94747683;0.0;0.94747683;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;0.94747683;0.0;0.0;0.0
633;921180;1;2019-12-08;00-00000834;Гайка М8-6h.8.Гл ГОСТ ISO 4032-2014;0.5715757;0.0;0.5715757;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;0.5715757;0.0;0.0;0.0
632;921180;1;2019-12-08;00-00000833;Гайка М6-6h.8.Гл ГОСТ ISO 4032-2014;0.26261586;0.0;0.26261586;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;0.26261586;0.0;0.0;0.0
618;921180;1;2019-12-08;00000001020;Шайба 10 Гл ГОСТ 11371-78;0.16477858;0.0;0.16477858;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;0.16477858;0.0;0.0;0.0
630;921180;1;2019-12-08;00-00000831;Гайка М20-6h.8.Гл ГОСТ ISO 4032-2014;2.9454171;0.0;2.9454171;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;5.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;К производству;921180-1;0;1;0;0.0;2.9454171000000002;0.0;0.0;0.0
649;921181;1;2019-12-14;00-00000834;Гайка М8-6h.8.Гл ГОСТ ISO 4032-2014;1.02883625;0.0;1.02883625;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.02883625;0.0;0.0;0.0
635;921181;1;2019-12-14;00000000659;Шайба 20 Гл ГОСТ 11371-78;1.90010299;0.0;1.90010299;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.90010299;0.0;0.0;0.0
648;921181;1;2019-12-14;00-00000833;Гайка М6-6h.8.Гл ГОСТ ISO 4032-2014;0.47270855;0.0;0.47270855;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;0.47270855;0.0;0.0;0.0
645;921181;1;2019-12-14;00-00000830;Гайка М10-6h.8.Гл ГОСТ ISO 4032-2014;1.70545829;0.0;1.70545829;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.70545829;0.0;0.0;0.0
644;921181;1;2019-12-14;00-00000829;Болт М8-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;1.13877551;0.0;1.13877551;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;1.13877551;0.0;0.0;0.0
643;921181;1;2019-12-14;00-00000828;Болт М8-6gх30.8.8.Гл ГОСТ Р ИСО 4014-2013;0.94591837;0.0;0.94591837;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;0.94591837;0.0;0.0;0.0
642;921181;1;2019-12-14;00-00000827;Болт М6-6gх20.8.8.Гл ГОСТ Р ИСО 4014-2013;0.61530612;0.0;0.61530612;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;0.61530612;0.0;0.0;0.0
641;921181;1;2019-12-14;00-00000826;Болт М30-6gх130.8.8.Гл ГОСТ Р ИСО 4014-2013;286.27600412;0.0;286.27600412;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;286.27600412;0.0;0.0;0.0
640;921181;1;2019-12-14;00-00000825;Болт М20-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;8.47167868;0.0;8.47167868;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;8.47167868;0.0;0.0;0.0
639;921181;1;2019-12-14;00-00000824;Болт М10-6gх40.8.8.Гл ГОСТ Р ИСО 4014-2013;2.8377551;0.0;2.8377551;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;2.8377551;0.0;0.0;0.0
638;921181;1;2019-12-14;00000001022;Шайба 8 Гл ГОСТ 11371-78;0.16683831;0.0;0.16683831;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;0.16683831;0.0;0.0;0.0
634;921181;1;2019-12-14;00000001020;Шайба 10 Гл ГОСТ 11371-78;0.29660144;0.0;0.29660144;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;0.29660144;0.0;0.0;0.0
637;921181;1;2019-12-14;00000000410;Шайба 6 Гл ГОСТ 11371-78;0.09268795;0.0;0.09268795;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;0.09268795;0.0;0.0;0.0
636;921181;1;2019-12-14;00000006907;Шайба 30 Гл ГОСТ 11371-78;31.80123584;0.0;31.80123584;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;31.80123584;0.0;0.0;0.0
647;921181;1;2019-12-14;00-00000832;Гайка М30-6h.8.Гл ГОСТ ISO 4032-2014;143.87950566;0.0;143.87950566;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;143.87950566;0.0;0.0;0.0
646;921181;1;2019-12-14;00-00000831;Гайка М20-6h.8.Гл ГОСТ ISO 4032-2014;5.30175077;0.0;5.30175077;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;9.0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;К производству;921181-1;0;1;0;0.0;5.30175077;0.0;0.0;0.0
344;921713;1;2019-12-17;00000000029;Шайба 24 Гл ГОСТ 11371-78;4.79505664;0.0;4.79505664;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;4.79505664;0.0;0.0;0.0
348;921713;1;2019-12-17;00-00000560;Болт М24-6gх100.8.8.Гл ГОСТ 7798-70;70.14624099;0.0;70.14624099;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;70.14624099;0.0;0.0;0.0
347;921713;1;2019-12-17;00-00000558;Болт М20-6gх90.8.8.Гл ГОСТ 7798-70;14.33573635;0.0;14.33573635;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;14.33573635;0.0;0.0;0.0
332;921713;1;2019-12-17;00000000201;Болт М16-6gх50.8.8.Гл ГОСТ 7798-70;25.12653061;0.0;25.12653061;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;25.12653061;0.0;0.0;0.0
333;921713;1;2019-12-17;00000000424;Болт М16-6gх55.8.8.Гл ГОСТ 7798-70;26.88979592;0.0;26.88979592;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;26.88979592;0.0;0.0;0.0
334;921713;1;2019-12-17;00000000384;Болт М20-6gх60.8.8.Гл ГОСТ 7798-70;16.01647786;0.0;16.01647786;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;16.01647786;0.0;0.0;0.0
335;921713;1;2019-12-17;00000000022;Болт М20-6gх65.8.8.Гл ГОСТ 7798-70;33.81256437;0.0;33.81256437;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;33.81256437;0.0;0.0;0.0
336;921713;1;2019-12-17;00000007981;Болт М36-6gх120.8.8.Гл ГОСТ 7798-70;265.152;0.0;265.152;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;265.152;0.0;0.0;0.0
337;921713;1;2019-12-17;00000001703;Гайка М16-6h.8.Гл ГОСТ 5915-70;16.73326468;0.0;16.73326468;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;16.73326468;0.0;0.0;0.0
338;921713;1;2019-12-17;00000000496;Гайка М20-6h.8.Гл ГОСТ 5915-70;19.42739444;0.0;19.42739444;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;19.42739444;0.0;0.0;0.0
339;921713;1;2019-12-17;00000000495;Гайка М24-6h.8.Гл ГОСТ 5915-70;18.21627188;0.0;18.21627188;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;18.21627188;0.0;0.0;0.0
340;921713;1;2019-12-17;00000000406;Шайба 16 Гл ГОСТ 11371-78;5.02986612;0.0;5.02986612;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;5.02986612;0.0;0.0;0.0
341;921713;1;2019-12-17;00000000412;Шайба 16 Гл ГОСТ 6402-70;2.70648816;0.0;2.70648816;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;2.70648816;0.0;0.0;0.0
342;921713;1;2019-12-17;00000000659;Шайба 20 Гл ГОСТ 11371-78;4.67147271;0.0;4.67147271;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;4.67147271;0.0;0.0;0.0
343;921713;1;2019-12-17;00000000030;Шайба 20 Гл ГОСТ 6402-70;3.44799176;0.0;3.44799176;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;3.44799176;0.0;0.0;0.0
349;921713;1;2019-12-17;00-00000561;Гайка М36-6h.8.Гл ГОСТ 5915-70;164.82389289;0.0;164.82389289;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;164.82389289;0.0;0.0;0.0
345;921713;1;2019-12-17;00000000031;Шайба 24 Гл ГОСТ 6402-70;3.36148301;0.0;3.36148301;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;3.36148301;0.0;0.0;0.0
346;921713;1;2019-12-17;00000000409;Шайба 36 Гл ГОСТ 11371-78;36.39546859;0.0;36.39546859;0.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;12.0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;921713-1;0;1;0;0.0;36.39546859;0.0;0.0;0.0
2255;92104;1;2019-12-18;00-00000825;Болт М20-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;0.94129763;0.0;0.94129763;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  4 от 25.12.2018;0;0.0;0;1.0;Мачта   осветительная Н=21м Проект: 3.501.2-123, 914.18/1/1-Р4А-15-ЭМ.ОЛ;К производству;92104-1;0;1;0;0.0;0.94129763;0.0;0.0;0.0
2257;92104;1;2019-12-18;00-00000828;Болт М8-6gх30.8.8.Гл ГОСТ Р ИСО 4014-2013;0.06938776;0.0;0.06938776;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  4 от 25.12.2018;0;0.0;0;1.0;Мачта   осветительная Н=21м Проект: 3.501.2-123, 914.18/1/1-Р4А-15-ЭМ.ОЛ;К производству;92104-1;0;1;0;0.0;0.06938776;0.0;0.0;0.0
2239;921256;1;2019-12-18;00000000022;Болт М20-6gх65.8.8.Гл ГОСТ 7798-70;11.29145211;0.0;11.29145211;0.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;0;0.0;0;4.0;Портал ячейковый ПС-35Я4С Проект: 3.407.2-162 с дополнительным молниеотводом ТС-5;К производству;921256-1;0;1;0;0.0;11.29145211;0.0;0.0;0.0
2240;921256;1;2019-12-18;00000000432;Болт М20-6gх70.8.8.Гл ГОСТ 7798-70;11.89701339;0.0;11.89701339;0.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;0;0.0;0;4.0;Портал ячейковый ПС-35Я4С Проект: 3.407.2-162 с дополнительным молниеотводом ТС-5;К производству;921256-1;0;1;0;0.0;11.89701339;0.0;0.0;0.0
2241;921256;1;2019-12-18;00000000496;Гайка М20-6h.8.Гл ГОСТ 5915-70;7.06488157;0.0;7.06488157;0.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;0;0.0;0;4.0;Портал ячейковый ПС-35Я4С Проект: 3.407.2-162 с дополнительным молниеотводом ТС-5;К производству;921256-1;0;1;0;0.0;7.06488157;0.0;0.0;0.0
2242;921256;1;2019-12-18;00000000659;Шайба 20 Гл ГОСТ 11371-78;1.69721936;0.0;1.69721936;0.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;0;0.0;0;4.0;Портал ячейковый ПС-35Я4С Проект: 3.407.2-162 с дополнительным молниеотводом ТС-5;К производству;921256-1;0;1;0;0.0;1.69721936;0.0;0.0;0.0
2243;921256;1;2019-12-18;00000000030;Шайба 20 Гл ГОСТ 6402-70;1.25643666;0.0;1.25643666;0.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;0;0.0;0;4.0;Портал ячейковый ПС-35Я4С Проект: 3.407.2-162 с дополнительным молниеотводом ТС-5;К производству;921256-1;0;1;0;0.0;1.25643666;0.0;0.0;0.0
2262;92104;1;2019-12-18;00-00000834;Гайка М8-6h.8.Гл ГОСТ ISO 4032-2014;0.09165808;0.0;0.09165808;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  4 от 25.12.2018;0;0.0;0;1.0;Мачта   осветительная Н=21м Проект: 3.501.2-123, 914.18/1/1-Р4А-15-ЭМ.ОЛ;К производству;92104-1;0;1;0;0.0;0.09165808;0.0;0.0;0.0
2237;92943;5;2019-12-18;00000000659;Шайба 20 Гл ГОСТ 11371-78;31.70339856;0.0;31.70339856;0.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;0;0.0;0;26.0;Промежуточная опора 1П110-6-3,2 Проект: 3.407.2-170;К производству;92943-5;0;1;0;0.0;31.70339856;0.0;0.0;0.0
