Шайба 24 ГЦ ГОСТ 6402-70;213.79973531000002;0.0
Шайба 24 Гл ГОСТ 6402-70;0.0;5.494337760000043
Шайба 24 ТД4 ГОСТ 6402-70;3.08341916;0.0
Шайба 24 бп ГОСТ 11371-78;0.1338826;0.0
Шайба 36 ГЦ ГОСТ 11371-78;270.02101441;0.0
Шайба 36 бп ГОСТ 11371-78;0.75798146;0.0
Шпилька по чертежу 12х.09Г2С-8.ТД TER_RecDet_Stud_20;1.8;0.0
Шпилька по чертежу 16х.09Г2С-8.ТД 31-Б35-18.00.004;1.62;0.0
Шпилька по чертежу 8х.09Г2С-8.ТД 31-Б35-47Н.00.006;0.88;0.0
Шпилька по чертежу М12х220.09Г2С-8.ТД ТБ35-28.00.029;1.52;0.0
Шпилька по чертежу М42х600.40Х.Гл ОЭМЗ.БМ.076.00.00.001;5850.88;1462.72
Шпилька по чертежу Шпк-02 24х.40Х.Гл ОЭМЗ.АУ.121.00.00.001;1.31;0.0
Шпилька по чертежу Шпк-03 24х370.09Г2С-15.Гл ОЭМЗ.АУ.300.00.00.001;1.31;0.0
Шпилька по чертежу ф412 48х645.09Г2С-12.бп ОГ-ТП.10/220-ф412;146.56;0.0
Штырь Ш-20-2-55 ГОСТ 18381-80;330.0;8.0
Эмаль ХВ-110, желтая;1.2;1.2
Эмаль ХВ-110, зеленая;1.2;1.2
Ящик силовой с автомат. выключат., УХЛ1;1.0;0.0
