Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Количество штук;Изделие;Статус;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;Некомплектная_отгрузка;Полная_отгрузка;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
3171;02141;1;2020-02-04;00000000029;Шайба 24 Гл ГОСТ 11371-78;0.0669413;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3166;02141;1;2020-02-04;00000000495;Гайка М24-6h.8.Гл ГОСТ 5915-70;0.50566426;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3167;02141;1;2020-02-04;00000000412;Шайба 16 Гл ГОСТ 6402-70;0.01235839;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3168;02141;1;2020-02-04;00000004724;Шайба 18 Гл ГОСТ 11371-78;0.1215242;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3169;02141;1;2020-02-04;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.22966014;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3170;02141;1;2020-02-04;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.05252317;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2217;921979;1;2020-02-04;00000008777;Гайка М12-6h.8.ГЦ ГОСТ 5915-70;3.61894954;3.514;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;14.0;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";К производству;921979-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3172;02141;1;2020-02-04;00000008702;Шпилька по чертежу Ш-1 М24х350.40Х.Гл ДК10-Ш-1.02;1.24;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3173;02141;1;2020-02-04;00000009678;Хомут по чертежу Х-1 20.09Г2С-15.Гл Чертёж: ДК10-Х-1.01;5.44;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3174;02141;1;2020-02-04;00-00000893;Шпилька по чертежу Ш1 М18х273.40Х.Гл К-ТП.10-110-00.13;2.16;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3165;02141;1;2020-02-04;00000000496;Гайка М20-6h.8.Гл ГОСТ 5915-70;1.47167868;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3112;02138;1;2020-02-04;00000006397;Изолятор ЛК 70/10 -4СП;36.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3119;02138;1;2020-02-04;00000001703;Гайка М16-6h.8.Гл ГОСТ 5915-70;0.46343975;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3114;02138;1;2020-02-04;00000015522;Зажим прокалывающий ОАЗ-1с кожухом К3-02;18.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3154;02141;1;2020-02-04;00000012581;Птицезащитное устройство ПЗУ-GP;6.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3132;02138;1;2020-02-04;00-00001573;Изолятор ЛОК 12,5-20-4-20-50 УХЛ1 исп.1;6.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3131;02138;1;2020-02-04;00-00001572;Зажим натяжной НБ-60/5,6-16;36.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3130;02138;1;2020-02-04;00-00000893;Шпилька по чертежу Ш1 М18х273.40Х.Гл К-ТП.10-110-00.13;6.48;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3129;02138;1;2020-02-04;00000009678;Хомут по чертежу Х-1 20.09Г2С-15.Гл Чертёж: ДК10-Х-1.01;32.64;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3128;02138;1;2020-02-04;00000008702;Шпилька по чертежу Ш-1 М24х350.40Х.Гл ДК10-Ш-1.02;7.44;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3127;02138;1;2020-02-04;00000000029;Шайба 24 Гл ГОСТ 11371-78;1.19876416;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3126;02138;1;2020-02-04;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.31513903;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3155;02141;1;2020-02-04;00000002629;Скоба СК-7-1А;6.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3113;02138;1;2020-02-04;00000010146;Вязка спиральная ВС-120/150-2;12.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3125;02138;1;2020-02-04;00000000659;Шайба 20 Гл ГОСТ 11371-78;1.37796087;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3123;02138;1;2020-02-04;00000000412;Шайба 16 Гл ГОСТ 6402-70;0.07415036;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3122;02138;1;2020-02-04;00000000495;Гайка М24-6h.8.Гл ГОСТ 5915-70;6.07415036;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3121;02138;1;2020-02-04;00000000496;Гайка М20-6h.8.Гл ГОСТ 5915-70;8.83007209;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3120;02138;1;2020-02-04;00000007071;Гайка М18-6h.8.Гл ГОСТ 5915-70;2.6323378;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3175;02141;1;2020-02-04;00-00001572;Зажим натяжной НБ-60/5,6-16;6.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3118;02138;1;2020-02-04;00000000023;Болт М24-6gх80.8.8.Гл ГОСТ 7798-70;4.96807415;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3117;02138;1;2020-02-04;00000000022;Болт М20-6gх65.8.8.Гл ГОСТ 7798-70;5.64778579;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3116;02138;1;2020-02-04;00000001671;Болт М16-6gх45.8.8.Гл ГОСТ 7798-70;1.29183673;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3115;02138;1;2020-02-04;00000016865;Разрядник РМК-С-20-IV-УХЛ1/021;6.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3124;02138;1;2020-02-04;00000004724;Шайба 18 Гл ГОСТ 11371-78;0.36457261;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-31 00:00:00;6.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02138-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3176;02141;1;2020-02-04;00-00001573;Изолятор ЛОК 12,5-20-4-20-50 УХЛ1 исп.1;4.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";К производству;02141-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2218;921979;1;2020-02-04;00000010178;Гайка М16-6h.8.ГЦ ГОСТ 5915-70;41.20700309;40.012;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;14.0;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";К производству;921979-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3205;02143;1;2020-02-04;00000002629;Скоба СК-7-1А;6.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;1.0;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";К производству;02143-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4880;02140;1;2020-02-04;00000010146;Вязка спиральная ВС-120/150-2;4.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4881;02140;1;2020-02-04;00000015522;Зажим прокалывающий ОАЗ-1с кожухом К3-02;3.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4882;02140;1;2020-02-04;00000016865;Разрядник РМК-С-20-IV-УХЛ1/021;1.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4883;02140;1;2020-02-04;00000002617;Болт М14-6gх50.8.8.Гл ГОСТ 7798-70;1.36122449;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4884;02140;1;2020-02-04;00000000433;Болт М20-6gх75.8.8.Гл ГОСТ 7798-70;1.04222451;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4885;02140;1;2020-02-04;00000001694;Болт М30-6gх115.8.8.Гл ГОСТ 7798-70;14.53038105;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4886;02140;1;2020-02-04;00000000493;Гайка М12-6h.8.Гл ГОСТ 5915-70;0.2584964;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4887;02140;1;2020-02-04;00000001702;Гайка М14-6h.8.Гл ГОСТ 5915-70;0.41709578;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4888;02140;1;2020-02-04;00000000496;Гайка М20-6h.8.Гл ГОСТ 5915-70;0.29454171;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4889;02140;1;2020-02-04;00000000549;Гайка М30-6h.8.Гл ГОСТ 5915-70;7.99279094;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4890;02140;1;2020-02-04;00000000404;Шайба 12 Гл ГОСТ 11371-78;0.05149331;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4891;02140;1;2020-02-04;00000000405;Шайба 14 Гл ГОСТ 11371-78;0.14212152;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4892;02140;1;2020-02-04;00000000413;Шайба 14 Гл ГОСТ 6402-70;0.07415036;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-02-03 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолирова;К производству;02140-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
