Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Количество штук;Изделие;Статус;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;Некомплектная_отгрузка;Полная_отгрузка;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
5675;90254;1;2020-01-01;00000000359;Гайка М16-6h.5.Гл ГОСТ 5915-70;147.18640577;0.0;147.18640577;0.0;0.0;0;0;0;0.0;0;1.0;Упаковка январь (1шт);К производству;90254-1;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;147.18640577
5676;90254;1;2020-01-01;00-00001932;Шпилька по чертежу 16х1000.ст3.ГЦ Ст-2019-06;750.5;0.0;750.5;0.0;0.0;0;0;0;0.0;0;1.0;Упаковка январь (1шт);К производству;90254-1;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;750.5
1846;921639;1;2020-01-03;00000000549;Гайка М30-6h.8.Гл ГОСТ 5915-70;15.98558187;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1847;921639;1;2020-01-03;00000000404;Шайба 12 Гл ГОСТ 11371-78;0.25746653;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1848;921639;1;2020-01-03;00000000414;Шайба 12 Гл ГОСТ 6402-70;0.07209063;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1849;921639;1;2020-01-03;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.14212152;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1850;921639;1;2020-01-03;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.10504634;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1851;921639;1;2020-01-03;00000006907;Шайба 30 Гл ГОСТ 11371-78;3.53450051;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1852;921639;1;2020-01-03;00-00000886;Хомут по чертежу Х90-1 12.09Г2С-15.Гл ГОСТ К-ТП.10-110-00.07;2.4;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1910;921644;1;2020-01-03;00000001665;Болт М12-6gх35.8.8.Гл ГОСТ 7798-70;0.04591837;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1911;921644;1;2020-01-03;00000000419;Болт М12-6gх40.8.8.Гл ГОСТ 7798-70;0.40612245;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1912;921644;1;2020-01-03;00000000420;Болт М12-6gх80.8.8.Гл ГОСТ 7798-70;0.08673469;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1913;921644;1;2020-01-03;00000000022;Болт М20-6gх65.8.8.Гл ГОСТ 7798-70;0.94129763;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1914;921644;1;2020-01-03;00000009950;Болт М30-6gх140.8.8.Гл ГОСТ 7798-70;16.82389289;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1915;921644;1;2020-01-03;00000000493;Гайка М12-6h.8.Гл ГОСТ 5915-70;0.41915551;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1059;921988;2;2020-01-03;00000007879;Болт М24-6gх90.8.8.Гл ГОСТ 7798-70;302.85272915;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1916;921644;1;2020-01-03;00000000496;Гайка М20-6h.8.Гл ГОСТ 5915-70;0.29454171;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1917;921644;1;2020-01-03;00000000549;Гайка М30-6h.8.Гл ГОСТ 5915-70;7.99279094;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1918;921644;1;2020-01-03;00000000404;Шайба 12 Гл ГОСТ 11371-78;0.12873326;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1919;921644;1;2020-01-03;00000000414;Шайба 12 Гл ГОСТ 6402-70;0.03604531;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1920;921644;1;2020-01-03;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.07106076;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1921;921644;1;2020-01-03;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.05252317;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1922;921644;1;2020-01-03;00000006907;Шайба 30 Гл ГОСТ 11371-78;1.76725026;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1923;921644;1;2020-01-03;00-00000886;Хомут по чертежу Х90-1 12.09Г2С-15.Гл ГОСТ К-ТП.10-110-00.07;1.2;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;1.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921644-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1058;921988;2;2020-01-03;00000000437;Болт М24-6gх85.8.8.Гл ГОСТ 7798-70;145.26261586;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1078;921988;2;2020-01-03;00-00000407;Пробойник_СП-31;9.324;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1077;921988;2;2020-01-03;00-00000405;Болт М30-6gх95.8.8.Гл ГОСТ 7798-70;50.0092688;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1076;921988;2;2020-01-03;00-00000404;Пробойник_СП-25;5.796;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1845;921639;1;2020-01-03;00000000496;Гайка М20-6h.8.Гл ГОСТ 5915-70;0.58908342;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1844;921639;1;2020-01-03;00000000493;Гайка М12-6h.8.Гл ГОСТ 5915-70;0.83831102;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1842;921639;1;2020-01-03;00000000022;Болт М20-6gх65.8.8.Гл ГОСТ 7798-70;1.88259526;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1075;921988;2;2020-01-03;00-00000402;Болт М24-6gх75.8.8.Гл ГОСТ 7798-70;720.31513903;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1796;921636;1;2020-01-03;00000000022;Болт М20-6gх65.8.8.Гл ГОСТ 7798-70;5.64778579;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1797;921636;1;2020-01-03;00000000447;Болт М30-6gх110.8.8.Гл ГОСТ 7798-70;84.44490216;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1798;921636;1;2020-01-03;00000000493;Гайка М12-6h.8.Гл ГОСТ 5915-70;2.61380021;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1799;921636;1;2020-01-03;00000000496;Гайка М20-6h.8.Гл ГОСТ 5915-70;1.76725026;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1800;921636;1;2020-01-03;00000000549;Гайка М30-6h.8.Гл ГОСТ 5915-70;47.95674562;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1801;921636;1;2020-01-03;00000000404;Шайба 12 Гл ГОСТ 11371-78;0.81565396;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1802;921636;1;2020-01-03;00000000414;Шайба 12 Гл ГОСТ 6402-70;0.23480947;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1803;921636;1;2020-01-03;00000000659;Шайба 20 Гл ГОСТ 11371-78;6.60556128;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1804;921636;1;2020-01-03;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.31513903;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1805;921636;1;2020-01-03;00000006907;Шайба 30 Гл ГОСТ 11371-78;10.60350154;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1806;921636;1;2020-01-03;00-00000886;Хомут по чертежу Х90-1 12.09Г2С-15.Гл ГОСТ К-ТП.10-110-00.07;7.2;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1807;921637;1;2020-01-03;00000001665;Болт М12-6gх35.8.8.Гл ГОСТ 7798-70;0.09183673;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления";К производству;921637-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1843;921639;1;2020-01-03;00000009950;Болт М30-6gх140.8.8.Гл ГОСТ 7798-70;33.64778579;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1808;921637;1;2020-01-03;00000000022;Болт М20-6gх65.8.8.Гл ГОСТ 7798-70;1.88259526;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления";К производству;921637-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1810;921637;1;2020-01-03;00000000493;Гайка М12-6h.8.Гл ГОСТ 5915-70;0.54788877;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления";К производству;921637-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1811;921637;1;2020-01-03;00000000496;Гайка М20-6h.8.Гл ГОСТ 5915-70;0.58908342;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления";К производству;921637-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1812;921637;1;2020-01-03;00000000549;Гайка М30-6h.8.Гл ГОСТ 5915-70;15.98558187;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления";К производству;921637-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1813;921637;1;2020-01-03;00000000404;Шайба 12 Гл ГОСТ 11371-78;0.14212152;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления";К производству;921637-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1814;921637;1;2020-01-03;00000000414;Шайба 12 Гл ГОСТ 6402-70;0.0061792;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления";К производству;921637-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1815;921637;1;2020-01-03;00000000659;Шайба 20 Гл ГОСТ 11371-78;2.20185376;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления";К производству;921637-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1816;921637;1;2020-01-03;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.10504634;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления";К производству;921637-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1817;921637;1;2020-01-03;00000006907;Шайба 30 Гл ГОСТ 11371-78;3.53450051;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления";К производству;921637-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1818;921637;1;2020-01-03;00-00000886;Хомут по чертежу Х90-1 12.09Г2С-15.Гл ГОСТ К-ТП.10-110-00.07;2.4;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления";К производству;921637-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1839;921639;1;2020-01-03;00000001665;Болт М12-6gх35.8.8.Гл ГОСТ 7798-70;0.09183673;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
