Дата потребности;Порядковый номер;Заказ-Партия;Номенклатура потребности;Потребность из файла;Потребность нач;Потребность кон;Списание потребности;Склад;Дата списания остат;Номенклатура Списания;Остатки нач;Остатки кон;Списание остатков;Дата учета
2020-03-12;4977;02249-1;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;6.705;0.0;6.705;Центральный склад;2020-03-11;Лист 6 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;847.8;841.0949999999999;6.705;2020-03-12
2020-03-12;4977;02249-1;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Лист 6 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;1301.376;1301.376;0.0;2020-03-12
2020-03-12;4978;02249-1;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;186.009;0.0;186.009;Центральный склад;2020-03-11;Лист 10 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;5595.0;5408.991;186.009;2020-03-12
2020-03-12;4979;02249-1;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;559.259;0.0;559.259;Центральный склад;2020-03-11;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;42557.4;41998.141;559.259;2020-03-12
2020-03-12;4980;02249-1;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;172.351;0.0;172.351;Центральный склад;2020-03-11;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;10540.92;10368.569;172.351;2020-03-12
2020-03-12;4980;02249-1;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;11830.26;11830.26;0.0;2020-03-12
2020-03-12;4981;02249-1;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;291.565;0.0;291.565;Центральный склад;2020-03-11;Уголок 100х100х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;3366.48;3074.915;291.565;2020-03-12
2020-03-12;4981;02249-1;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;3844.477;3844.477;0.0;2020-03-12
2020-03-12;4982;02249-1;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;69.269;0.0;69.269;Центральный склад;2020-03-11;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;902.16;832.891;69.269;2020-03-12
2020-03-12;4983;02249-1;Уголок 140х140х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;696.604;0.0;696.604;Центральный склад;2020-03-11;Уголок 140х140х9 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;2628.114;1931.51;696.604;2020-03-12
2020-03-12;4984;02249-1;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;623.286;0.0;623.286;Центральный склад;2020-03-11;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-15 ГОСТ 27772-2015;634.92;11.634000000000015;623.286;2020-03-12
2020-03-12;4985;02249-1;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;197.603;462.563;197.603;264.96;Центральный склад;2020-03-11;Уголок 80х80х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;264.96;0.0;264.96;2020-03-12
2020-03-12;4985;02249-1;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;197.603;0.0;197.603;Центральный склад;2020-03-11;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;9538.56;9340.957;197.603;2020-03-12
2020-03-12;4986;02249-1;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;846.393;0.0;846.393;Поступления;2020-02-17;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;18111.424;17265.031;846.393;2020-03-12
2020-03-12;4987;02250-1;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.0;0.242;0.0;0.242;Центральный склад;2020-03-11;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;98.106;97.86399999999999;0.242;2020-03-12
2020-03-12;4989;02250-1;Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;2144.054;0.0;2144.054;Центральный склад;2020-03-11;Лист 25 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;3054.986;910.9319999999998;2144.054;2020-03-12
2020-03-12;4990;02250-1;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;73.755;0.0;73.755;Центральный склад;2020-03-11;Лист 6 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;841.0949999999999;767.3399999999999;73.755;2020-03-12
2020-03-12;4990;02250-1;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Лист 6 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;1301.376;1301.376;0.0;2020-03-12
2020-03-12;4991;02250-1;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;3427.292;0.0;3427.292;Центральный склад;2020-03-11;Лист 10 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;5408.991;1981.699;3427.292;2020-03-12
2020-03-12;4992;02250-1;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;6151.849;0.0;6151.849;Центральный склад;2020-03-11;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;41998.141;35846.292;6151.849;2020-03-12
2020-03-12;4993;02250-1;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;1894.519;0.0;1894.519;Центральный склад;2020-03-11;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;10368.569;8474.05;1894.519;2020-03-12
2020-03-12;4993;02250-1;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;11830.26;11830.26;0.0;2020-03-12
2020-03-12;4994;02250-1;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;132.30000000000018;3207.215;132.30000000000018;3074.915;Центральный склад;2020-03-11;Уголок 100х100х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;3074.915;0.0;3074.915;2020-03-12
2020-03-12;4994;02250-1;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;132.30000000000018;0.0;132.30000000000018;Центральный склад;2020-03-11;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;3844.477;3712.1769999999997;132.30000000000018;2020-03-12
2020-03-12;4995;02250-1;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;761.959;0.0;761.959;Центральный склад;2020-03-11;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;832.891;70.93200000000002;761.959;2020-03-12
2020-03-12;4996;02250-1;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;9326.823;0.0;9326.823;Центральный склад;2020-03-11;Уголок 125х125х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;18552.0;9225.177;9326.823;2020-03-12
2020-03-12;4996;02250-1;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;34692.24;34692.24;0.0;2020-03-12
2020-03-12;4997;02250-1;Уголок 140х140х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;5731.134;7662.644;5731.134;1931.51;Центральный склад;2020-03-11;Уголок 140х140х9 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;1931.51;0.0;1931.51;2020-03-12
2020-03-12;4998;02250-1;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;7238.246;7249.88;7238.246;11.634000000000015;Центральный склад;2020-03-11;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-15 ГОСТ 27772-2015;11.634000000000015;0.0;11.634000000000015;2020-03-12
2020-03-12;4999;02250-1;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;7754.923;0.0;7754.923;Центральный склад;2020-03-11;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;9340.957;1586.0340000000006;7754.923;2020-03-12
2020-03-12;5000;02250-1;Уголок 160х160х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;6229.201;0.0;6229.201;Центральный склад;2020-03-11;Уголок 160х160х10 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;6734.91;505.70899999999983;6229.201;2020-03-12
2020-03-12;5001;02250-1;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;9310.323;0.0;9310.323;Поступления;2020-02-17;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;17265.031;7954.707999999999;9310.323;2020-03-12
2020-03-12;5002;02251-1;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.0;0.022;0.0;0.022;Центральный склад;2020-03-11;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;97.86399999999999;97.84199999999998;0.022;2020-03-12
2020-03-12;5004;02251-1;Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;194.914;0.0;194.914;Центральный склад;2020-03-11;Лист 25 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;910.9319999999998;716.0179999999998;194.914;2020-03-12
2020-03-12;5005;02251-1;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;6.705;0.0;6.705;Центральный склад;2020-03-11;Лист 6 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;767.3399999999999;760.6349999999999;6.705;2020-03-12
2020-03-12;5005;02251-1;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Лист 6 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;1301.376;1301.376;0.0;2020-03-12
2020-03-12;5006;02251-1;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;319.689;0.0;319.689;Центральный склад;2020-03-11;Лист 10 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;1981.699;1662.01;319.689;2020-03-12
2020-03-12;5007;02251-1;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;716.511;0.0;716.511;Центральный склад;2020-03-11;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;35846.292;35129.781;716.511;2020-03-12
2020-03-12;5008;02251-1;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;172.229;0.0;172.229;Центральный склад;2020-03-11;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;8474.05;8301.821;172.229;2020-03-12
2020-03-12;5008;02251-1;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;11830.26;11830.26;0.0;2020-03-12
2020-03-12;5009;02251-1;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;744.98;0.0;744.98;Центральный склад;2020-03-11;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;3712.1769999999997;2967.1969999999997;744.98;2020-03-12
2020-03-12;5010;02251-1;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;69.269;0.0;69.269;Центральный склад;2020-03-11;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;70.93200000000002;1.663000000000011;69.269;2020-03-12
2020-03-12;5011;02251-1;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;1001.12;0.0;1001.12;Центральный склад;2020-03-11;Уголок 125х125х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;9225.177;8224.056999999999;1001.12;2020-03-12
2020-03-12;5011;02251-1;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;34692.24;34692.24;0.0;2020-03-12
2020-03-12;5014;02251-1;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;462.563;0.0;462.563;Центральный склад;2020-03-11;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;1586.0340000000006;1123.4710000000005;462.563;2020-03-12
2020-03-12;5015;02251-1;Уголок 160х160х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;630.2320000000002;1135.941;630.2320000000002;505.70899999999983;Центральный склад;2020-03-11;Уголок 160х160х10 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;505.70899999999983;0.0;505.70899999999983;2020-03-12
2020-03-12;5016;02251-1;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;1404.66;0.0;1404.66;Поступления;2020-02-17;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;7954.707999999999;6550.047999999999;1404.66;2020-03-12
2020-03-13;1406;922050-1;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.0;0.088;0.0;0.088;Центральный склад;2020-03-11;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;97.84199999999998;97.75399999999999;0.088;2020-03-13
2020-03-13;1408;922050-1;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;919.192;0.0;919.192;Центральный склад;2020-03-11;Лист 8 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;3956.4;3037.208;919.192;2020-03-13
2020-03-13;1408;922050-1;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Лист 8 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;2228.149;2228.149;0.0;2020-03-13
2020-03-13;1409;922050-1;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2543.8819999999996;4010.66;2543.8819999999996;1466.778;Поступления;2020-02-18;Лист 20 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;1466.778;0.0;1466.778;2020-03-13
2020-03-13;1409;922050-1;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;2543.8819999999996;0.0;2543.8819999999996;Поступления;2020-02-25;Лист 20 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;13700.0;11156.118;2543.8819999999996;2020-03-13
2020-03-13;1410;922050-1;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;24.88;0.0;24.88;Центральный склад;2020-03-11;Лист 6 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;760.6349999999999;735.7549999999999;24.88;2020-03-13
2020-03-13;1410;922050-1;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Лист 6 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;1301.376;1301.376;0.0;2020-03-13
2020-03-13;1411;922050-1;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;920.3619999999999;2582.372;920.3619999999999;1662.01;Центральный склад;2020-03-11;Лист 10 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;1662.01;0.0;1662.01;2020-03-13
2020-03-13;1413;922050-1;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;1809.14;0.0;1809.14;Центральный склад;2020-03-11;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;35129.781;33320.641;1809.14;2020-03-13
2020-03-13;1414;922050-1;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;1319.608;0.0;1319.608;Центральный склад;2020-03-11;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;8301.821;6982.213;1319.608;2020-03-13
2020-03-13;1414;922050-1;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;11830.26;11830.26;0.0;2020-03-13
2020-03-13;1415;922050-1;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;523.181;524.844;523.181;1.663000000000011;Центральный склад;2020-03-11;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;1.663000000000011;0.0;1.663000000000011;2020-03-13
2020-03-13;1415;922050-1;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;523.181;0.0;523.181;Поступления;2020-02-14;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;10000.0;9476.819;523.181;2020-03-13
2020-03-13;1416;922050-1;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;5516.692;0.0;5516.692;Центральный склад;2020-03-11;Уголок 125х125х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;8224.056999999999;2707.364999999999;5516.692;2020-03-13
2020-03-13;1416;922050-1;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;34692.24;34692.24;0.0;2020-03-13
2020-03-13;1419;922050-1;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;840.9969999999996;1964.468;840.9969999999996;1123.4710000000005;Центральный склад;2020-03-11;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;1123.4710000000005;0.0;1123.4710000000005;2020-03-13
2020-03-13;1419;922050-1;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;840.9969999999996;0.0;840.9969999999996;Поступления;2020-02-18;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;17530.0;16689.003;840.9969999999996;2020-03-13
2020-03-13;1421;922050-1;Швеллер 24 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;0.0;2286.932;0.0;2286.932;Центральный склад;2020-03-11;Швеллер 24 У ГОСТ 8240-89 09Г2С-15 ГОСТ 19821-2014;3168.0;881.0680000000002;2286.932;2020-03-13
2020-03-13;1422;922050-1;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;2361.076;0.0;2361.076;Поступления;2020-02-17;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;6550.047999999999;4188.971999999999;2361.076;2020-03-13
2020-03-13;5986;02438-1;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;689.394;0.0;689.394;Центральный склад;2020-03-11;Лист 8 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;3037.208;2347.8140000000003;689.394;2020-03-13
2020-03-13;5986;02438-1;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Лист 8 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;2228.149;2228.149;0.0;2020-03-13
2020-03-13;5987;02438-1;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;3007.995;0.0;3007.995;Поступления;2020-02-25;Лист 20 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;11156.118;8148.1230000000005;3007.995;2020-03-13
2020-03-13;5990;02438-1;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;943.455;0.0;943.455;Центральный склад;2020-03-11;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;33320.641;32377.186;943.455;2020-03-13
2020-03-13;5991;02438-1;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;989.706;0.0;989.706;Центральный склад;2020-03-11;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;6982.213;5992.507;989.706;2020-03-13
2020-03-13;5991;02438-1;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-03-11;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;11830.26;11830.26;0.0;2020-03-13
2020-03-13;5992;02438-1;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;203.994;0.0;203.994;Поступления;2020-02-14;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;9476.819;9272.824999999999;203.994;2020-03-13
2020-03-13;5993;02438-1;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1430.1540000000014;4137.519;1430.1540000000014;2707.364999999999;Центральный склад;2020-03-11;Уголок 125х125х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;2707.364999999999;0.0;2707.364999999999;2020-03-13
2020-03-13;5993;02438-1;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;1430.1540000000014;0.0;1430.1540000000014;Центральный склад;2020-03-11;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;34692.24;33262.085999999996;1430.1540000000014;2020-03-13
2020-03-13;5996;02438-1;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;1473.351;0.0;1473.351;Поступления;2020-02-18;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;16689.003;15215.652;1473.351;2020-03-13
2020-03-13;5998;02438-1;Швеллер 24 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;834.1309999999999;1715.199;834.1309999999999;881.0680000000002;Центральный склад;2020-03-11;Швеллер 24 У ГОСТ 8240-89 09Г2С-15 ГОСТ 19821-2014;881.0680000000002;0.0;881.0680000000002;2020-03-13
2020-03-13;5998;02438-1;Швеллер 24 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;0.0;834.1309999999999;0.0;834.1309999999999;Поступления;2020-02-17;Швеллер 24 У ГОСТ 8240-89 09Г2С-15 ГОСТ 19821-2014;17130.0;16295.869;834.1309999999999;2020-03-13
2020-03-13;5999;02438-1;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;1770.807;0.0;1770.807;Поступления;2020-02-17;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;4188.971999999999;2418.164999999999;1770.807;2020-03-13
